#{"t_start": 1774748762.8616533, "env_id": "AstroExploration-v0"}
r,l,t
-985.046807,1539,4300.737401
-992.635314,645,4306.017617
-990.166417,558,4311.199102
-988.333592,896,4318.588964
-987.889112,1407,4334.129893
-992.448144,814,4341.061846
-993.111306,677,4346.47473
-985.970539,831,4353.147642
-981.69932,786,4359.35514
-989.912646,905,4368.772946
-989.003243,632,4374.47794
-984.921083,1064,4384.125234
-962.589009,551,4389.336537
-983.465647,807,4396.103843
-990.619995,713,4402.382289
-987.208257,912,4410.309115
-951.687192,863,4459.780293
-975.815355,830,4466.516745
-992.56927,1179,4476.58203
-978.908384,1137,4487.079466
-984.394434,1213,4497.801975
-990.594451,1557,4511.369313
-987.553723,614,4516.736488
-972.026135,1538,4530.02798
-973.801697,961,4538.048956
-991.950779,859,4557.493052
-994.103988,766,4563.928645
-979.280624,1356,4575.178642
-991.386172,901,4582.810106
-972.528852,964,4590.93259
-976.677236,1559,4604.710019
-992.666322,644,4610.838621
-983.410245,904,4617.969739
-991.971611,503,4622.442424
-989.475575,1409,4635.758696
-967.380593,920,4645.428636
-990.323211,685,4659.389989
-992.492204,926,4665.999975
-961.617137,1500,4677.132249
-987.410749,1018,4684.661866
-947.228221,756,4690.372594
-974.976322,727,4695.542657
-986.107624,855,4701.83727
-986.394604,1049,4709.611503
-956.120743,859,4715.804666
-991.377226,780,4721.824592
-966.824073,1364,4737.466406
-975.281723,1393,4747.537818
-960.509054,1438,4758.019738
-990.615673,402,4761.230747
-989.84593,603,4765.558504
-981.509912,616,4770.188908
-982.510883,715,4775.331522
-985.446923,706,4780.654311
-976.307043,1055,4788.452554
-990.55615,1706,4803.244608
-984.744631,523,4807.124887
-987.292181,798,4893.117486
-982.928396,1134,4901.472957
-973.213802,600,4905.707294
-987.452826,776,4911.625923
-976.456403,667,4916.363677
-965.66513,687,4921.577611
-970.23056,753,4930.259505
-984.460629,526,4935.376955
-978.000042,1436,4946.109398
-986.560992,1525,4957.635089
-990.640015,563,4962.038924
-988.045642,846,4968.00695
-981.4786,1367,4985.29936
-978.360932,1029,4993.202849
-989.410912,831,4999.440187
-988.438449,814,5005.259342
-984.020053,612,5010.239172
-985.96958,958,5022.877409
-991.826813,74,5023.474634
-983.120385,1093,5032.508593
-986.475641,935,5040.29098
-984.823303,1017,5047.997394
-992.906381,881,5054.556215
-987.612407,1136,5067.607126
-982.968412,1958,5082.226255
-987.696431,727,5087.387323
-988.647286,515,5091.433088
-985.406144,530,5095.153324
-977.929372,884,5101.785532
-989.391045,838,5108.001415
-977.503581,761,5113.692978
-976.058149,1788,5126.937243
-989.986183,1463,5150.696851
-967.305906,684,5155.594159
-979.708769,1572,5167.903823
-975.217261,1687,5180.584086
-982.304835,500,5184.178854
-987.576359,574,5188.457263
-988.807983,1354,5198.46247
-984.780665,606,5202.816457
-980.455952,1076,5211.006533
-990.982643,408,5214.497143
-971.273942,1008,5222.011815
-980.76661,805,5232.932582
-985.882376,674,5237.711276
-989.821913,714,5243.218281
-981.439774,843,5249.430521
-989.697976,678,5254.513615
-988.865422,800,5260.470354
-980.431248,972,5267.350826
-990.91712,809,5273.496189
-980.650834,1321,5283.058643
-979.790932,908,5289.928525
-991.063237,1115,5297.720436
-978.998489,1068,5323.167292
-990.954481,524,5326.953343
-978.407606,990,5334.315542
-983.233894,1069,5342.279254
-985.73626,2259,5358.815211
-974.432717,1947,5373.057636
-975.929075,1154,5381.486425
