#{"t_start": 1775161074.3318264, "env_id": "AstroExploration-v0"}
r,l,t
-88.870396,1142,2457.392741
-83.977967,1231,2464.75485
-87.490892,785,2476.419281
-92.85432,575,2480.31953
-53.803729,1289,2487.68981
-84.487292,1046,2494.075852
-93.679055,966,2499.919919
-70.051069,732,2511.744809
-90.894385,968,2518.313348
-94.645097,815,2523.600556
-93.55961,913,2529.116174
-95.177037,899,2534.272136
-93.501324,686,2538.255751
-85.020935,873,2553.031991
-59.320252,243,2554.882569
-91.276392,785,2560.256055
-85.851655,721,2565.444083
-38.450552,1055,2571.526294
-52.16385,2121,2592.164914
-84.751579,1190,2600.113121
-83.342502,1349,2609.052998
-87.176513,1066,2615.172542
-54.60342,854,2620.165211
-90.080861,913,2635.494632
-87.737288,1191,2644.661772
-89.214932,806,2650.120286
-88.915542,1118,2658.12095
-84.148906,1470,2677.466545
-81.810186,655,2682.051851
-85.926403,693,2686.424825
-87.669617,808,2692.112849
-91.028343,858,2697.216863
-74.124221,1110,2703.662443
-81.801562,1116,2717.24436
-52.794635,1119,2724.697146
-55.272101,1116,2731.788599
-83.316577,1069,2738.109375
-87.80062,758,2743.098164
-51.504138,1123,2755.62325
-90.807874,1425,2766.046319
-25.524502,1039,2772.333686
-90.410523,720,2776.55862
-31.917492,782,2781.190414
-89.856062,938,2793.703523
-41.104956,891,2799.554468
-85.120166,854,2805.296588
-84.297576,1080,2812.208894
-81.893052,831,2817.110684
-89.845134,624,2825.71964
-75.266478,1219,2834.324365
-55.793284,1458,2843.107507
-72.375043,1381,2852.306221
-75.114308,1362,2870.488766
-90.704339,1602,2883.337425
-91.543823,931,2889.711831
-52.527628,1377,2900.182531
-65.489121,1065,2916.227156
-88.154787,987,2923.275991
-91.794367,2312,2938.433687
-89.741234,1068,2944.770235
-82.028293,912,2958.635421
-32.706176,1723,2970.595678
-51.869268,883,2976.093254
-78.55265,958,2982.309311
-91.920107,962,2993.196725
-89.849591,772,2998.363095
-73.758682,901,3004.364371
-91.175395,1753,3016.015739
-71.470251,604,3019.607681
-90.477138,840,3033.327871
-87.289612,1034,3040.46882
-80.364207,1662,3051.147663
3.681805,1122,3058.456644
-71.558875,854,3063.491313
-89.480444,637,3076.548491
-91.932043,659,3081.357539
-77.502112,1112,3088.358164
-91.674321,996,3094.788192
-85.124269,2550,3121.547444
-88.142951,672,3127.099578
-79.681563,1678,3142.102215
-60.748792,1016,3149.195458
-77.653123,951,3162.840142
-89.440957,871,3169.706117
-91.648062,716,3174.393741
-93.917717,1060,3181.495214
-92.743625,653,3185.856806
-92.45627,925,3191.486974
-93.643778,1084,3205.515143
-93.065842,1215,3214.02705
-81.185644,1209,3221.979707
-92.708635,1205,3229.840578
-59.202981,807,3234.885633
-67.084131,1246,3249.951406
-76.796619,893,3256.237515
-80.691885,1374,3265.470672
-45.42547,991,3271.459611
-40.981863,1466,3289.38717
-88.827819,676,3294.216104
-86.731987,947,3300.537479
-68.335925,755,3305.36885
-87.486351,933,3311.580196
-77.934285,1554,3331.535663
-91.015798,981,3338.444405
-90.972639,1061,3345.701834
-92.054462,1572,3355.864612
-91.201207,1030,3369.343728
-86.371404,616,3374.315709
-94.014105,936,3381.983089
-83.915583,984,3388.912766
-87.839114,967,3396.276989
-89.297064,817,3402.569164
-92.128872,1053,3418.724802
-93.204813,707,3423.722863
-88.489989,1005,3430.427611
-93.097553,675,3434.592338
-93.018246,1331,3443.301633
-87.527543,803,3457.008055
-93.452131,464,3460.176185
-91.81356,1401,3470.707247
-92.296479,607,3474.454014
-93.869238,1220,3482.014289
-93.585585,764,3486.708003
-93.377683,1254,3499.905159
-92.459398,606,3504.278328
-92.459683,1525,3514.337991
-93.618946,977,3520.634102
-85.900457,829,3525.918173
-93.291715,823,3538.363379
-93.721543,1678,3550.342408
-71.556146,1001,3557.016588
-70.099615,1564,3566.927788
-91.691048,1144,3581.287111
-86.441086,1035,3588.637176
-53.151682,779,3593.501526
-90.363063,775,3598.767249
-89.445732,743,3603.26917
-85.852954,1407,3622.520407
-78.497089,718,3628.335319
-72.99844,867,3635.32238
-63.516928,935,3642.073649
-73.672283,880,3648.304071
-63.485835,1089,3664.798213
-87.698866,654,3669.422127
-84.307161,862,3675.435684
-81.838222,1041,3682.637573
50.839119,1424,3692.025447
-26.935544,1464,3708.565532
-63.010562,1918,3721.227764
-83.160821,1308,3729.374467
