#{"t_start": 1774747743.7785292, "env_id": "AstroExploration-v0"}
r,l,t
-995.791492,1075,4187.648139
-994.634001,752,4200.624739
-995.723853,678,4204.991573
-994.589223,654,4209.471941
-994.014281,1438,4226.817547
-994.917304,741,4240.053103
-996.108078,1801,4252.105793
-996.230621,1361,4269.180306
-987.887008,997,4283.711559
-994.944168,679,4288.391852
-995.222999,604,4315.025224
-986.318949,753,4326.996861
-994.408177,619,4331.062191
-995.215896,845,4336.186964
-993.933582,746,4347.869474
-995.346712,802,4352.8095
-995.603708,1328,4368.077919
-992.989566,1147,4375.173803
-996.145567,2595,4405.154156
-995.471789,819,4440.096991
-994.302,1526,4456.162764
-992.731061,684,4460.717812
-991.744825,632,4464.521621
-990.290832,1000,4477.894896
-988.098669,785,4482.707582
-990.042134,820,4494.884494
-990.70656,1242,4502.722996
-992.197237,612,4506.486699
-989.732772,539,4516.716911
-989.08091,691,4521.208205
-991.195176,823,4526.234651
-990.71759,493,4536.152617
-990.989843,629,4558.564226
-986.779512,745,4563.439948
-985.075555,527,4573.635847
-984.42894,568,4577.064544
-982.089008,609,4581.06299
-984.383289,550,4584.397967
-984.558081,1318,4599.753389
-977.21654,956,4612.522451
-987.171617,875,4617.979346
-981.286932,532,4621.18841
-977.751403,836,4632.926115
-987.043509,1112,4639.808402
-985.78689,1097,4671.093667
-986.329296,594,4674.762035
-984.857734,1255,4689.385399
-987.044548,969,4695.191838
-986.248955,1066,4708.505457
-986.298588,542,4711.765337
-988.12511,839,4716.747658
-983.438708,978,4729.465213
-980.070794,1011,4735.63697
-985.112207,720,4746.610254
-984.199791,608,4750.506451
-983.286296,702,4754.643249
-986.017727,697,4777.170385
-986.528102,838,4782.41181
-986.184443,892,4788.03245
-990.351767,1023,4800.96114
-988.81901,843,4805.960812
-985.99594,1009,4818.9193
-989.436277,1212,4826.241633
-988.957073,598,4836.426885
-990.724417,655,4840.589358
-990.592221,774,4845.26617
-992.024035,635,4855.669754
-992.403869,891,4861.346659
-992.69501,616,4884.025667
-992.17334,781,4888.965029
-990.566162,674,4893.071413
-993.498138,626,4903.424041
-992.705085,814,4908.531303
-993.516199,760,4913.13696
-993.286063,627,4923.533034
-993.662765,650,4927.838454
-993.365782,614,4931.577981
-993.939475,1091,4944.682458
-991.117571,607,4948.626261
-993.488782,758,4953.151031
-992.985469,470,4962.631572
-992.067528,684,4966.703218
-993.366683,706,4982.971447
-994.144405,664,4993.551243
-995.084541,694,4997.981142
-994.565696,928,5003.542369
-993.083937,686,5014.360543
-993.876433,736,5018.993429
-992.176379,1045,5032.011501
-993.937919,577,5035.43184
-994.608656,656,5039.646482
-995.256954,734,5059.428966
-994.628016,589,5064.234608
-993.720357,634,5069.446585
-996.139357,860,5085.59817
-995.032757,702,5090.746219
-994.257496,579,5111.009224
-993.92026,608,5125.810227
-994.609229,801,5132.107617
-992.833569,630,5136.55362
-994.501635,737,5152.452609
-995.035431,525,5155.879246
-995.227243,745,5160.977344
-994.506069,659,5173.921378
-993.770807,516,5177.72413
-993.397279,745,5183.012322
-992.947227,746,5196.387734
-993.549448,529,5200.44734
-993.840957,497,5203.921518
-992.566748,527,5207.750654
-993.991082,1546,5226.71355
-993.679685,711,5244.424548
-991.960817,647,5256.640377
-989.31193,1066,5264.175318
-994.497864,691,5277.577318
-992.682292,579,5281.560479
-992.264111,745,5286.850736
-991.393861,861,5301.505471
-992.83934,611,5305.7196
-991.724093,501,5309.492103
-990.276197,936,5324.687966
-991.861715,507,5328.704456
-989.050131,1438,5346.598038
-991.401077,1301,5373.841719
-993.839406,732,5388.82785
-992.291457,496,5392.404455
-992.523557,739,5398.375346
-993.800967,933,5413.607913
-991.874188,1117,5421.870807
-989.997502,635,5426.386266
-991.831839,637,5439.384073
-989.55066,1203,5447.667933
-987.257392,713,5460.870162
-987.358785,771,5465.776935
-985.152556,1338,5482.394231
-988.204259,1092,5517.545141
-986.067214,840,5531.661588
-987.967379,776,5537.582019
-988.237632,599,5541.747738
-988.564775,665,5554.596361
-990.390004,836,5560.67205
-989.484665,612,5564.887408
-990.46696,900,5578.613502
-990.560354,651,5583.07611
-989.888391,777,5596.181302
-991.543774,786,5601.838416
-992.664089,1280,5619.891575
-993.107229,1029,5663.598669
-994.022181,565,5667.83189
-993.118212,948,5680.739062
-992.079275,826,5685.754449
-994.776853,1059,5699.295405
-995.533746,730,5703.73246
-994.318439,755,5708.653481
-995.773331,689,5719.524276
-995.4513,975,5725.477281
-995.626369,786,5736.968849
-995.238972,507,5740.425331
-990.34228,1005,5746.50132
-994.473439,743,5767.724944
-990.663518,1373,5776.195066
-991.08556,858,5788.370564
-991.013804,790,5793.233555
-991.713172,955,5805.8215
-992.343262,1186,5813.448212
-992.265811,753,5827.25227
-993.093507,887,5832.61058
-991.839215,743,5836.838833
-990.102422,724,5847.658614
-991.623474,845,5852.527397
-992.649014,1150,5875.154098
-992.175639,814,5880.192385
-990.935651,696,5884.208728
-994.442824,1082,5896.738472
-994.388938,797,5901.57928
-994.588023,709,5912.336717
-992.537647,628,5916.182078
-992.251329,800,5921.335704
-993.736722,953,5934.098705
-990.915404,529,5937.489393
-992.609053,727,5953.47673
-990.342927,774,5958.526629
-992.365921,729,5963.113213
-991.338529,806,5985.596131
-991.910722,1195,5992.976715
-992.98493,861,6005.061935
-993.998404,1179,6012.842216
-990.409094,555,6023.130421
-992.786373,817,6028.543124
-992.896548,955,6038.232955
-992.440469,781,6051.58234
-992.87011,715,6056.403013
-992.476233,802,6062.113669
-993.095848,1126,6076.017109
-991.361741,745,6144.829742
-994.524723,777,6156.488344
-993.929522,860,6161.82019
-992.89613,522,6164.789992
-992.620147,1053,6178.244805
-991.230542,525,6181.885482
-993.283702,610,6192.844298
-990.592724,829,6198.155841
-991.180697,682,6202.356673
-992.864063,796,6214.113824
-992.375118,692,6218.613638
-991.833944,828,6223.678398
-989.440477,1156,6238.869087
-990.465669,563,6281.110109
-992.471841,685,6292.171967
-990.704756,684,6296.37396
-993.252827,1358,6311.852647
-992.88489,1044,6318.479448
-991.768179,1112,6331.623599
-991.337707,501,6334.475469
-990.182184,549,6337.869543
-991.85105,519,6341.116334
-989.651581,691,6352.254551
-992.736056,610,6355.974735
-992.41575,763,6361.032837
-994.046026,686,6372.032296
-993.086516,814,6404.563951
-992.166939,707,6409.237002
-991.38446,578,6419.155422
-987.734147,960,6424.8018
-990.153379,1043,6438.31149
-989.452856,611,6442.127103
-991.94088,867,6447.595362
-991.502818,571,6457.870668
-990.724902,771,6462.678025
-988.61171,769,6467.51492
-991.17969,545,6477.749557
-990.955387,841,6482.956503
-991.625927,594,6486.585899
-993.101635,767,6498.299549
-989.696144,752,6541.738683
-994.25677,566,6545.204067
-994.341666,640,6555.885058
-995.094554,555,6559.569626
-995.277086,584,6563.179698
-994.579938,487,6573.040861
-994.764072,482,6576.00065
-994.714998,476,6579.118513
-994.66838,579,6582.399868
-995.819455,595,6592.713883
-995.08253,505,6595.865233
-995.712066,480,6599.048855
-995.997686,720,6603.442888
-995.931747,511,6613.428787
-995.960009,849,6618.854234
-992.832505,807,6630.707455
-994.159503,733,6687.051472
-995.397234,1055,6693.755038
-995.881648,567,6704.081768
-994.833792,873,6709.644817
-994.651946,784,6714.532784
-995.952623,683,6725.562353
-994.269586,573,6729.463842
-996.125513,843,6734.589693
-996.739423,488,6744.146351
-996.749013,493,6747.201137
-995.949866,808,6752.392259
-996.038833,585,6762.884735
-994.341728,693,6767.1316
-997.026766,1389,6883.907893
-996.978587,499,6886.96573
-996.287161,498,6890.316203
