#{"t_start": 1774755924.179576, "env_id": "AstroExploration-v0"}
r,l,t
-996.249935,896,2277.988987
-995.47498,788,2281.218719
-987.702831,693,2284.010689
-982.652352,849,2287.740083
-990.264186,751,2290.924426
-994.298403,763,2294.075421
-995.63075,785,2297.519407
-994.342681,761,2300.720321
-995.76932,1104,2305.187681
-980.583041,1455,2311.686598
-993.13363,695,2343.799711
-978.432959,1109,2348.630038
-976.331587,886,2352.232534
-995.614622,719,2355.224891
-995.882837,1239,2360.958349
-992.10933,503,2362.993813
-994.992362,943,2366.857204
-998.037435,817,2370.521481
-993.35609,721,2373.580215
-981.900263,1014,2378.082499
-995.775063,1067,2382.439623
-991.261727,970,2442.672733
-995.304178,713,2445.775694
-985.423618,1346,2451.619287
-993.459549,631,2454.182488
-994.840162,1460,2460.52108
-973.753971,683,2463.402394
-991.656359,963,2467.57945
-994.179374,660,2470.325317
-996.193281,432,2472.118059
-995.337649,963,2476.044648
-991.280008,843,2479.853118
-991.32104,686,2482.623835
-994.6557,902,2497.749691
-997.687718,581,2500.18071
-984.003583,625,2502.709119
-987.445172,906,2506.354313
-991.030609,582,2509.052218
-990.748518,558,2511.318969
-983.482519,575,2513.691678
-987.670988,2183,2522.927172
-989.43917,1262,2528.374665
-993.281538,846,2531.919004
-986.281567,998,2535.990884
-993.197436,679,2566.756879
-991.118211,485,2569.062056
-988.120048,749,2572.115013
-998.034998,1797,2579.780486
-989.353098,813,2583.223186
-995.601786,2200,2592.51046
-996.89126,797,2596.664159
-994.722469,698,2599.857645
-998.000822,933,2603.629536
-997.694596,1092,2608.398551
-997.523917,814,2616.67053
-989.441564,1254,2622.354481
-991.068287,1160,2627.308319
-993.738466,669,2630.240381
-996.361511,983,2634.235148
-997.33448,901,2638.224012
-993.42107,775,2641.404354
-993.752442,716,2644.284097
-996.520351,1136,2649.313065
-996.044379,1173,2654.089435
-996.300891,901,2680.578126
-990.48686,1138,2685.423099
-996.880087,695,2688.647259
-999.441735,1881,2699.358087
-998.067982,795,2702.725472
-998.71678,473,2704.70223
-993.956853,1782,2712.52147
-998.730983,647,2715.131341
-987.614696,904,2719.203079
-998.493163,620,2721.719739
-998.338332,899,2751.243939
-996.703413,827,2754.610325
-984.903845,1904,2762.881243
-997.535781,692,2765.72052
-998.9795,967,2770.002322
-997.119666,991,2774.070315
-997.881627,1810,2781.859824
-998.332107,1109,2786.374707
-982.242317,990,2790.76599
-983.40996,1814,2804.259816
-998.613634,709,2807.437262
-997.093432,784,2810.796206
-993.865699,1122,2815.49023
-990.663932,1089,2820.297492
-997.486644,584,2822.727835
-990.807079,1976,2831.234602
-995.616117,1392,2837.112197
-998.057308,816,2840.574045
-995.884949,1560,2863.247614
-992.99253,890,2867.097467
-993.756875,889,2871.047702
-996.134813,962,2875.00674
-999.928048,1379,2881.045564
-994.550909,675,2883.840751
-991.052589,760,2887.160007
-985.951616,1683,2894.200266
-997.878327,1188,2899.555082
-985.802271,1091,3116.283232
-999.504295,825,3119.99225
-999.395026,866,3123.64556
-996.334158,1243,3129.13499
-988.158973,810,3132.528992
-998.670142,1945,3140.970955
-997.295684,818,3144.362546
-984.163776,1644,3151.50136
-998.154732,1024,3164.762519
-998.451395,729,3168.220915
-990.774284,1047,3172.692787
-998.597207,930,3176.55359
-997.142532,644,3179.595231
-997.455351,1287,3184.89045
-999.0101,929,3189.140177
-999.262711,551,3191.417341
-998.503475,1014,3195.58531
-991.060707,1168,3200.738522
-999.521259,2328,3266.073263
-998.055111,1008,3270.565724
-986.991586,622,3273.218861
-992.869862,1353,3279.157903
-999.190273,857,3282.686962
-998.938116,875,3286.28405
-994.79104,978,3290.752627
-998.175164,554,3293.073817
-999.497135,1488,3299.556846
-998.759286,756,3302.805143
-997.443701,2380,3316.081077
-993.335083,1636,3323.296878
-969.024826,1407,3329.601476
-997.41865,844,3333.09541
-997.541656,964,3337.366637
-985.238155,1153,3342.304978
-992.859887,867,3346.024841
-994.588222,909,3350.036967
-996.236555,516,3352.230868
-999.357341,1998,3418.120457
-995.133121,670,3420.899405
-992.446799,834,3424.301265
-998.674579,1272,3429.983625
-998.100161,808,3433.33917
-991.601559,650,3436.017853
-997.608342,730,3439.382958
-991.88042,1119,3444.012299
-996.700021,573,3446.484123
-999.760325,837,3450.26672
-999.191625,1287,3460.766478
-999.349297,425,3462.630682
-997.848723,567,3464.954968
-995.67786,1265,3470.513894
-997.736532,778,3473.720881
-998.697297,501,3475.792181
-992.061894,1540,3482.579378
-999.137223,879,3486.194481
-996.390646,1451,3492.565428
-999.25719,1355,3498.590858
-987.039916,960,3506.441269
-999.205826,1848,3514.533037
-991.927309,1249,3520.092136
-978.07531,1441,3526.12208
-998.827156,1102,3531.104744
-991.034316,1003,3535.323889
-997.722381,1475,3541.818902
-999.344538,744,3545.013472
-999.100108,2140,3559.420765
-987.555201,1052,3563.878135
-998.982672,599,3566.371389
-995.820688,2521,3577.440446
-995.493719,839,3581.145224
-997.610089,1310,3586.640419
-993.922983,962,3590.956243
-990.031128,996,3595.129304
