timesteps,success,collision,out_of_bounds
436514,0,0,1
437893,0,0,1
438767,0,0,1
440624,0,0,1
441598,0,0,1
442260,0,0,1
443073,0,0,1
443963,0,0,1
444706,0,0,1
446272,0,0,1
447672,0,0,1
448516,0,0,1
449399,0,0,1
450101,0,0,1
450914,0,0,1
451962,0,0,1
452391,0,0,1
453377,0,0,1
455564,0,0,1
457157,0,0,1
458848,0,0,1
460121,0,0,1
461160,0,0,1
461958,0,0,1
462575,0,0,1
463372,0,0,1
464275,0,0,1
465780,0,0,1
466909,0,0,1
467449,0,0,1
468290,0,0,1
468961,0,0,1
469660,0,0,1
470433,0,0,1
470545,0,1,0
471654,0,0,1
472770,0,0,1
473407,0,0,1
475341,0,0,1
476211,0,0,1
477284,0,0,1
478068,0,0,1
479235,0,0,1
480256,0,0,1
481203,0,0,1
482561,0,0,1
483302,0,0,1
484217,0,0,1
487030,0,0,1
487889,0,0,1
489117,0,0,1
491531,0,0,1
492635,0,0,1
493388,0,0,1
494382,0,0,1
495101,0,0,1
496243,0,0,1
497869,0,0,1
498665,0,0,1
